epoch,train_accuracy,dev_accuracy,train_loss,dev_loss
1,0.196228406376715,0.18823333333333334,3.2358281506725954,2.940460125605265
2,0.24570349386213408,0.2293,2.837398519146145,2.73679838180542
3,0.28125312447925344,0.25993333333333335,2.662877104619203,2.5985108733177187
4,0.3041326445592401,0.2788,2.5438893188069733,2.5032035152117413
5,0.3234960839860023,0.29406666666666664,2.459909871344421,2.42988920211792
6,0.33494973060045546,0.3032,2.3908163295888505,2.3746649622917175
7,0.3476864966949953,0.3128666666666667,2.337022099798736,2.3271874944368998
8,0.35907348775204134,0.3218666666666667,2.293419999759283,2.2944382627805076
9,0.36926623340554354,0.3284666666666667,2.254542780054573,2.2616655508677166
10,0.37340443259456757,0.3330666666666667,2.2235558128753197,2.2362512866655986
11,0.37957562628450814,0.337,2.193596892409708,2.2163925965627036
12,0.3839637838138088,0.3379666666666667,2.1744691047642037,2.2003857294718423
13,0.39124590346053434,0.34213333333333334,2.1504965905007234,2.186531360944112
14,0.3914403155029717,0.3416666666666667,2.1337572742367055,2.172984067598979
15,0.3955229683941565,0.34376666666666666,2.1179135443431187,2.1594494104385378
16,0.39985002499583405,0.34813333333333335,2.1007567980943294,2.1514903783798216
17,0.40093317780369936,0.3477,2.087070001129298,2.1415943880875905
18,0.40509915014164305,0.3515333333333333,2.078902899063195,2.1298741579055784
19,0.40701549741709714,0.3521666666666667,2.064707617680452,2.123933482170105
20,0.41074265400211074,0.3542666666666667,2.053275694312151,2.1168899198373157
