epoch,train_accuracy,dev_accuracy,train_loss,dev_loss
1,0.12156862745098039,0.11636666666666666,3.559940544865872,3.388930165514033
2,0.12701771926901073,0.12213333333333333,3.466991853103963,3.342772376283686
3,0.13030050547131034,0.12266666666666666,3.4392815139502098,3.2904054854778533
4,0.132544575904016,0.12876666666666667,3.426082469930696,3.2975452108586087
5,0.13322779536743876,0.13,3.41999212358552,3.282885638703691
6,0.13442759540076654,0.12976666666666667,3.411551622100646,3.2750680162551555
7,0.1346831083708271,0.1277,3.4064326579467403,3.2700380223862666
8,0.13772704549241793,0.1283,3.406678625600255,3.2641119327950987
9,0.13753818807976448,0.13143333333333335,3.403564566488205,3.253649062298714
10,0.13552185746819975,0.12666666666666668,3.404521411415865,3.285653957407525
11,0.13728267510970393,0.13126666666666667,3.4069574035137533,3.271098019214387
12,0.135799588957396,0.128,3.4062503755050257,3.2565344638012825
13,0.13474420929845027,0.12836666666666666,3.405933646505067,3.2578694627640097
14,0.1377881464200411,0.13126666666666667,3.4043026119576503,3.2606163248102717
15,0.13743820474365384,0.1314,3.4090705219531787,3.2551386975227516
