epoch,train_accuracy,dev_accuracy,train_loss,dev_loss
1,0.2686177303782703,0.2640125,2.9828945549196337,2.4826683520254043
2,0.31656529467311006,0.313075,2.6122781459309645,2.186763825701244
3,0.3380637949230684,0.33539166666666664,2.459616580511216,2.0333707629998865
4,0.35040895961784146,0.34882083333333336,2.3662396985527634,1.9428688982910693
5,0.35747236571682495,0.3554375,2.3004046465381793,1.8799637285376918
6,0.36246042326278954,0.360925,2.2536378994854243,1.8407489964956922
7,0.36642434594234297,0.36412083333333334,2.2176791755830187,1.8192717194048835
8,0.37002652335721825,0.36780833333333335,2.1914363398994365,1.7961072132531515
9,0.3708229184024885,0.37042916666666664,2.169158939382083,1.78049774452059
10,0.3736453646614453,0.3727875,2.1516813598321587,1.7680079767953103
11,0.375590873743265,0.37495,2.137419883568347,1.7602809262174024
12,0.3760637116036216,0.3756791666666667,2.1258019828474315,1.7525876426239257
13,0.3781223962672888,0.377525,2.115469309896326,1.7429350521772908
14,0.3790319668944065,0.3788666666666667,2.106345645757574,1.738352491530274
15,0.3811899405654613,0.38177083333333334,2.100227197272643,1.7317868711343452
16,0.38053866022329613,0.37982916666666666,2.0936835569035233,1.7288950834192955
17,0.3821064544798089,0.38182916666666666,2.086835722651212,1.7230968334273236
18,0.38233072265733486,0.3822583333333333,2.0822280724193547,1.7179733410572955
19,0.38451299783369436,0.38403333333333334,2.0755213744225895,1.712780431643732
20,0.3841644448147531,0.38325,2.073396181619511,1.7137058725489227
