Historique d'entraînement - LSTMHiddenState_64
============================================================
Date: 2026-01-07 14:02:53
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 31
Époques complétées: 37
Meilleure accuracy dev: 0.3510 (35.10%)
Meilleure loss dev: 2.1292
Temps total d'entraînement: 305.71 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1948       0.1869       3.2097       2.9384      
2        0.2494       0.2328       2.7783       2.7233      
3        0.2869       0.2616       2.5798       2.5773      
4        0.3139       0.2836       2.4373       2.4754      
5        0.3329       0.2961       2.3309       2.3981      
6        0.3477       0.3083       2.2517       2.3425      
7        0.3591       0.3173       2.1911       2.3017      
8        0.3685       0.3240       2.1427       2.2713      
9        0.3760       0.3289       2.1032       2.2484      
10       0.3814       0.3334       2.0706       2.2309      
11       0.3872       0.3367       2.0432       2.2170      
12       0.3914       0.3386       2.0199       2.2051      
13       0.3953       0.3393       1.9996       2.1944      
14       0.3985       0.3417       1.9817       2.1850      
15       0.4015       0.3424       1.9654       2.1767      
16       0.4043       0.3430       1.9504       2.1695      
17       0.4077       0.3446       1.9364       2.1634      
18       0.4106       0.3449       1.9233       2.1583      
19       0.4127       0.3462       1.9112       2.1544      
20       0.4151       0.3468       1.9001       2.1514      
21       0.4191       0.3479       1.8897       2.1490      
22       0.4209       0.3493       1.8801       2.1468      
23       0.4229       0.3505       1.8711       2.1444      
24       0.4235       0.3491       1.8625       2.1420      
25       0.4248       0.3497       1.8542       2.1399      
26       0.4268       0.3509       1.8463       2.1380      
27       0.4280       0.3502       1.8387       2.1361      
28       0.4288       0.3498       1.8314       2.1341      
29       0.4297       0.3508       1.8243       2.1320      
30       0.4307       0.3504       1.8173       2.1304      
31       0.4324       0.3510       1.8107       2.1292      
32       0.4335       0.3509       1.8044       2.1283      
33       0.4349       0.3502       1.7984       2.1280      
34       0.4358       0.3501       1.7927       2.1281      
35       0.4376       0.3505       1.7875       2.1285      
36       0.4382       0.3498       1.7825       2.1292      
37       0.4394       0.3497       1.7779       2.1300      
