epoch,train_accuracy,dev_accuracy,train_loss,dev_loss
1,0.35440204410376047,0.33723333333333333,2.3923577233815254,2.0208963689519397
2,0.36715547408765203,0.34696666666666665,2.1105635881084925,1.9842570641401733
3,0.374776426151197,0.3513,2.05985459898275,1.9520972842600808
4,0.38123090596011777,0.3569333333333333,2.037217715139962,1.9436155250077563
5,0.38035882908404156,0.35606666666666664,2.0231947268280237,1.9573169766204443
6,0.38238626895517414,0.3595,2.0182706962223373,1.9525797123085462
7,0.384391490307171,0.3581666666666667,2.0120070100974834,1.9431668593685256
8,0.3845192467922013,0.3556,2.0096273904502753,1.9448028500400372
9,0.38575792923401653,0.3593,2.004203019725272,1.9510119708616342
10,0.38558018108093095,0.35886666666666667,2.0048421509444734,1.9511783999929042
11,0.3824418152530134,0.35386666666666666,2.0040409855684946,1.9750800618230662
12,0.387207687607621,0.35823333333333335,2.0039350296143232,1.9497247072679402
