epoch,train_accuracy,dev_accuracy,train_loss,dev_loss
1,0.14559795589623953,0.1401,3.4646384363574345,3.1860940781045466
2,0.176331722490696,0.1659,3.1949870976134234,3.05572828536338
3,0.19602288507470977,0.1852,3.0979406255818294,2.975268366996278
4,0.2115536299505638,0.19666666666666666,3.033715430946323,2.921331256501218
5,0.22403488307504305,0.20453333333333334,2.986737201293479,2.873304486781993
6,0.23391101483086152,0.21503333333333333,2.9463520987116874,2.8336180027495037
7,0.2453757707048825,0.22203333333333333,2.91187063463207,2.7999481191026403
8,0.25840693217797034,0.23083333333333333,2.879780152713312,2.7681938201823133
9,0.26581680830972615,0.23903333333333332,2.8569318529724144,2.738755450350173
10,0.275442981725268,0.24553333333333333,2.8333666482205584,2.7133640461779653
11,0.281286452257957,0.24826666666666666,2.811972006382295,2.6959616295834805
12,0.2881130922624007,0.255,2.7917893017617708,2.673719161622068
13,0.2929511748041993,0.25816666666666666,2.7748459652966444,2.658129952816253
14,0.2994278731322557,0.26263333333333333,2.7547198799203794,2.6361549833987623
15,0.30583791590290504,0.2672,2.7447711711414504,2.630371898285886
16,0.3087818696883853,0.26916666666666667,2.728262857587607,2.616666206400445
17,0.3143253902127423,0.27486666666666665,2.7126368383354724,2.599052946618263
18,0.31870243848247515,0.2727,2.704545663956979,2.590994358062744
19,0.3216797200466589,0.2763,2.6893039112321517,2.58270393736819
20,0.32345720157751484,0.27626666666666666,2.6823214769532857,2.570361085648232
